"age","net","gun","sex","year","previous","nruns"
41,82.48,86.28,"M",2004,0,3
42,83.27,87.53,"M",2005,1,3
43,84.72,87.07,"M",2006,2,3
48,88.98,92.45,"M",2000,0,3
49,88.02,91.52,"M",2001,1,3
50,88.73,94.17,"M",2002,2,3
44,NA,72.7,"M",1999,0,3
45,101.8,105.8,"M",2000,1,3
48,110.7,114.7,"M",2003,2,3
40,95.53,99.98,"M",2001,0,4
41,84.27,86.52,"M",2002,1,4
42,84.55,86.28,"M",2003,2,4
45,84.88,87.15,"M",2006,3,4
57,91.62,93.13,"M",2004,0,4
58,89.43,92.12,"M",2005,1,4
59,86.45,87.77,"M",2006,2,4
60,NA,87.88,"M",2007,3,4
36,66.67,67.08,"M",2005,0,3
37,66.37,67.07,"M",2006,1,3
38,NA,77.25,"M",2007,2,3
38,NA,68.77,"M",1999,0,3
41,73.68,79.67,"M",2002,1,3
42,80.42,86.02,"M",2003,2,3
49,85.37,86.88,"M",2000,0,6
50,81.02,81.87,"M",2001,1,6
51,77.9,79.15,"M",2002,2,6
52,80.23,82.03,"M",2003,3,6
53,82.6,84.1,"M",2004,4,6
54,80.92,81.93,"M",2005,5,6
35,79.67,81.03,"M",2000,0,3
36,75.52,78.17,"M",2001,1,3
37,75.33,75.77,"M",2002,2,3
47,104.7,111.8,"M",2006,0,3
48,NA,101.1,"M",2007,1,3
49,NA,102.2,"M",2008,2,3
46,70.58,71.22,"M",2002,0,3
48,71.77,72.23,"M",2004,1,3
49,73.45,74.45,"M",2005,2,3
29,101.3,108.2,"M",2004,0,3
30,99.53,105,"M",2005,1,3
33,NA,94.17,"M",2008,2,3
36,81.27,82.08,"M",2005,0,3
38,NA,74.23,"M",2007,1,3
39,NA,73.45,"M",2008,2,3
30,79.9,85.68,"F",2002,0,3
31,72.7,73.28,"F",2003,1,3
32,76.5,79.2,"F",2004,2,3
33,78.28,78.67,"F",2002,0,7
34,79.58,80.17,"F",2003,1,7
35,81.8,82.22,"F",2004,2,7
36,80.27,80.83,"F",2005,3,7
37,85.92,88.22,"F",2006,4,7
38,NA,83.67,"F",2007,5,7
39,NA,85.3,"F",2008,6,7
28,108.9,116.6,"M",2005,0,3
30,NA,76.47,"M",2007,1,3
31,NA,111.4,"M",2008,2,3
40,92.13,93.93,"F",2004,0,3
41,94.13,96.92,"F",2005,1,3
43,NA,89.35,"F",2007,2,3
58,NA,109.4,"F",1999,0,3
59,108.2,112.4,"F",2000,1,3
60,108.5,113.9,"F",2001,2,3
31,NA,107.7,"F",1999,0,6
32,95.65,98.42,"F",2000,1,6
33,98.22,101.3,"F",2001,2,6
34,101.4,105.5,"F",2002,3,6
35,97.68,101.8,"F",2003,4,6
36,112.8,120,"F",2004,5,6
52,NA,79.6,"F",1999,0,3
54,78.83,79.18,"F",2001,1,3
55,80.72,81.08,"F",2002,2,3
43,NA,105.2,"M",1999,0,3
44,103.6,105,"M",2000,1,3
48,102.9,109.1,"M",2004,2,3
50,81.47,83.32,"M",2000,0,4
52,88.2,89.8,"M",2002,1,4
57,NA,94.67,"M",2007,2,4
58,NA,92.43,"M",2008,3,4
53,NA,78.05,"M",1999,0,3
54,79.58,80,"M",2000,1,3
55,79.98,80.45,"M",2001,2,3
26,91.58,97.45,"M",2005,0,3
27,62.4,65.45,"M",2006,1,3
28,NA,109.1,"M",2007,2,3
32,NA,86.1,"M",1999,0,4
33,81,81.72,"M",2000,1,4
34,71.77,72.72,"M",2001,2,4
35,72.98,73.78,"M",2002,3,4
24,67.7,68,"M",2001,0,3
25,67.95,69.77,"M",2002,1,3
26,69.3,70.7,"M",2003,2,3
23,70.37,73.55,"M",2002,0,7
24,76.88,79.2,"M",2003,1,7
25,81.38,82.25,"M",2004,2,7
26,73.33,77.92,"M",2005,3,7
27,73.68,74.43,"M",2006,4,7
28,NA,73.35,"M",2007,5,7
29,NA,73.2,"M",2008,6,7
32,67.73,68.42,"M",2003,0,3
33,62.87,62.98,"M",2004,1,3
34,61.58,61.75,"M",2005,2,3
39,79.05,80.5,"M",2001,0,3
40,72.52,72.67,"M",2002,1,3
42,72.1,72.4,"M",2004,2,3
36,93.52,100.3,"M",2003,0,3
39,100.4,109.6,"M",2006,1,3
41,NA,93.88,"M",2008,2,3
26,77.15,78,"M",2002,0,3
29,91.15,98.77,"M",2005,1,3
31,NA,78.68,"M",2007,2,3
37,NA,67.98,"M",1999,0,3
40,70.38,74.15,"M",2002,1,3
41,81.83,83.45,"M",2003,2,3
43,NA,135.9,"M",1999,0,3
44,128,130.9,"M",2000,1,3
50,167.1,175.8,"M",2006,2,3
38,78.5,81.92,"M",2002,0,4
39,79.95,82.9,"M",2003,1,4
41,83.12,86.33,"M",2005,2,4
43,NA,82.03,"M",2007,3,4
32,105.4,111.4,"M",2003,0,3
35,101.5,110.7,"M",2006,1,3
36,NA,94.28,"M",2007,2,3
40,69.43,70,"M",2002,0,3
41,79.07,79.83,"M",2003,1,3
43,84.43,85.27,"M",2005,2,3
42,92.53,95.48,"M",2003,0,5
43,99.97,104.4,"M",2004,1,5
45,91.78,94.63,"M",2006,2,5
46,NA,92.18,"M",2007,3,5
47,NA,100.2,"M",2008,4,5
25,76.72,78.03,"M",2002,0,3
26,75.65,75.65,"M",2003,1,3
27,89.02,90.98,"M",2004,2,3
33,84.15,89.33,"M",2002,0,4
34,77.13,79.07,"M",2003,1,4
36,74.75,75.25,"M",2005,2,4
38,NA,76.03,"M",2007,3,4
34,85.78,87.63,"M",2000,0,5
35,84.98,86.52,"M",2001,1,5
36,85.25,88.2,"M",2002,2,5
37,87.1,91.75,"M",2003,3,5
38,81.85,82.37,"M",2004,4,5
38,69.88,71.52,"M",2000,0,4
39,64.58,65.22,"M",2001,1,4
41,63.1,63.1,"M",2003,2,4
42,73.63,74.67,"M",2004,3,4
31,73.77,73.97,"M",2000,0,3
38,NA,83.48,"M",2007,1,3
39,NA,81.1,"M",2008,2,3
43,NA,86.48,"M",1999,0,10
44,86.63,89.63,"M",2000,1,10
45,71.87,71.92,"M",2001,2,10
46,87.58,93.08,"M",2002,3,10
47,82.92,85.27,"M",2003,4,10
48,86.08,90.7,"M",2004,5,10
49,88.15,90.8,"M",2005,6,10
50,89.47,96.7,"M",2006,7,10
51,NA,94.62,"M",2007,8,10
52,NA,98.05,"M",2008,9,10
31,67.33,67.8,"M",2003,0,5
32,66.42,67.05,"M",2004,1,5
33,66.15,66.15,"M",2005,2,5
34,69.1,69.5,"M",2006,3,5
35,NA,65.65,"M",2007,4,5
28,95.02,101.5,"M",2006,0,3
29,NA,98.35,"M",2007,1,3
30,NA,109.9,"M",2008,2,3
42,NA,92.03,"M",1999,0,4
43,102.5,103.2,"M",2000,1,4
47,91.8,92.5,"M",2004,2,4
48,95.08,102.1,"M",2005,3,4
26,82.9,90.37,"M",2004,0,3
27,86.95,88.82,"M",2005,1,3
28,76.85,81.93,"M",2006,2,3
36,85.92,89.02,"M",2000,0,3
37,94.32,98.15,"M",2001,1,3
38,86.78,89.45,"M",2002,2,3
39,73.67,75.17,"M",2002,0,3
40,71.45,72.08,"M",2003,1,3
41,75.88,76.8,"M",2004,2,3
41,70.62,71.02,"M",2004,0,4
42,69.07,69.3,"M",2005,1,4
43,71.27,71.45,"M",2006,2,4
45,NA,74.27,"M",2008,3,4
39,73.37,73.52,"M",2001,0,4
41,77.85,78.18,"M",2003,1,4
42,75.38,75.75,"M",2004,2,4
46,NA,85.68,"M",2008,3,4
40,69,69.28,"M",2001,0,3
43,81.77,83.63,"M",2004,1,3
44,73.3,75.12,"M",2005,2,3
29,98.9,105.8,"M",2000,0,3
35,105.3,113,"M",2006,1,3
36,NA,102.4,"M",2007,2,3
34,71.63,72.02,"M",2000,0,4
36,70.32,71.08,"M",2002,1,4
37,74.23,75,"M",2003,2,4
41,NA,85.43,"M",2007,3,4
27,77.2,79.37,"M",2006,0,3
28,NA,74.47,"M",2007,1,3
29,NA,77.75,"M",2008,2,3
35,NA,80.95,"M",1999,0,5
37,86.98,89.25,"M",2001,1,5
38,84.3,86.13,"M",2002,2,5
39,84.87,84.87,"M",2003,3,5
40,88.98,90.28,"M",2004,4,5
40,79.53,87.05,"M",2005,0,3
41,75.12,76.72,"M",2006,1,3
42,NA,78.33,"M",2007,2,3
30,71.38,73.18,"M",2001,0,4
31,70.57,72.25,"M",2002,1,4
33,69.88,70.9,"M",2004,2,4
37,NA,78.85,"M",2008,3,4
31,NA,94.65,"M",1999,0,6
32,80.83,84.55,"M",2000,1,6
33,74.88,76.25,"M",2001,2,6
34,70.55,73.22,"M",2002,3,6
35,71.65,72.35,"M",2003,4,6
36,76.7,82.25,"M",2004,5,6
34,77.07,78.42,"M",2002,0,3
37,90.03,90.03,"M",2005,1,3
40,NA,75.47,"M",2008,2,3
33,NA,74.17,"M",1999,0,4
34,73.93,74.73,"M",2000,1,4
36,74.78,78.12,"M",2002,2,4
37,75.7,76.85,"M",2003,3,4
51,NA,78.77,"M",1999,0,3
52,79.73,79.9,"M",2000,1,3
53,82.4,83.5,"M",2001,2,3
33,NA,54.27,"M",1999,0,3
34,58.22,58.28,"M",2000,1,3
35,64.12,65,"M",2001,2,3
39,111,115.2,"M",2005,0,4
40,107.5,117.3,"M",2006,1,4
41,NA,101.5,"M",2007,2,4
42,NA,103.8,"M",2008,3,4
29,102.9,107,"F",2003,0,3
30,109.7,116.6,"F",2004,1,3
31,97.22,103.8,"F",2005,2,3
24,NA,110.1,"F",1999,0,5
25,97.8,99.6,"F",2000,1,5
26,109.8,114,"F",2001,2,5
27,115.1,118.2,"F",2002,3,5
28,110.8,114,"F",2003,4,5
26,74.17,79.2,"F",2005,0,3
28,NA,72.9,"F",2007,1,3
29,NA,79.35,"F",2008,2,3
42,84.2,86.8,"M",2002,0,5
43,83.68,85.28,"M",2003,1,5
45,80.85,81.43,"M",2005,2,5
46,77.78,80.13,"M",2006,3,5
48,NA,77.43,"M",2008,4,5
36,90.67,95.55,"M",2002,0,4
39,71.8,72.2,"M",2005,1,4
41,NA,85.22,"M",2007,2,4
42,NA,78.95,"M",2008,3,4
36,93.85,96,"F",2005,0,4
37,93.52,94.77,"F",2006,1,4
38,NA,91.82,"F",2007,2,4
39,NA,93.98,"F",2008,3,4
27,112,120,"F",2006,0,3
28,NA,109.8,"F",2007,1,3
29,NA,104.5,"F",2008,2,3
25,97.07,100.7,"F",2001,0,7
27,87.78,88.68,"F",2003,1,7
28,83.42,84.38,"F",2004,2,7
29,82.95,83.85,"F",2005,3,7
30,80.52,84.4,"F",2006,4,7
31,NA,86.3,"F",2007,5,7
32,NA,76.95,"F",2008,6,7
40,85.77,87.52,"F",2002,0,5
41,87.82,92.68,"F",2003,1,5
42,82.27,84.12,"F",2004,2,5
43,82.13,83.27,"F",2005,3,5
45,NA,85.83,"F",2007,4,5
42,NA,92.08,"F",1999,0,7
43,80.17,81.08,"F",2000,1,7
44,84.72,86.78,"F",2001,2,7
45,94.97,98.48,"F",2002,3,7
46,86.48,90,"F",2003,4,7
47,81.83,81.83,"F",2004,5,7
49,83.52,83.73,"F",2006,6,7
33,91.67,96.15,"M",2000,0,4
34,81.43,82.38,"M",2001,1,4
35,80.95,85.97,"M",2002,2,4
41,NA,73.93,"M",2008,3,4
36,83.93,85.02,"F",2000,0,8
37,81.05,82.5,"F",2001,1,8
38,85.78,89.85,"F",2002,2,8
39,85.33,89.55,"F",2003,3,8
41,84.23,87.22,"F",2005,4,8
42,85.97,87.77,"F",2006,5,8
43,NA,86.12,"F",2007,6,8
44,NA,86.75,"F",2008,7,8
31,NA,90.42,"F",1999,0,5
33,93.27,95.28,"F",2001,1,5
34,88.77,90.9,"F",2002,2,5
35,96.55,103.1,"F",2003,3,5
37,103.9,112,"F",2005,4,5
34,51.77,51.82,"M",2000,0,5
35,55.93,55.95,"M",2001,1,5
38,55.78,55.82,"M",2004,2,5
39,56.92,56.93,"M",2005,3,5
41,NA,56.55,"M",2007,4,5
44,81.25,86.42,"M",2002,0,3
45,85.15,90.62,"M",2003,1,3
46,82.45,87.62,"M",2004,2,3
43,81.27,82.95,"M",2003,0,3
44,82.8,84.23,"M",2004,1,3
46,85.12,87.08,"M",2006,2,3
32,78.63,79.92,"M",2003,0,3
34,79.67,81.42,"M",2005,1,3
35,82.3,85.8,"M",2006,2,3
30,97.03,101.6,"M",2003,0,3
31,97.53,103.5,"M",2004,1,3
35,NA,102.2,"M",2008,2,3
25,72.73,73.9,"M",2003,0,3
26,82.6,84.65,"M",2004,1,3
27,80.3,81.72,"M",2005,2,3
39,90.67,94.22,"M",2006,0,3
40,NA,111.2,"M",2007,1,3
41,NA,91.98,"M",2008,2,3
49,NA,104.4,"M",1999,0,8
50,103.6,108,"M",2000,1,8
51,103,107,"M",2001,2,8
52,105.7,111.2,"M",2002,3,8
53,121.7,127.8,"M",2003,4,8
54,108.6,116,"M",2004,5,8
55,106.7,111.2,"M",2005,6,8
57,NA,104.8,"M",2007,7,8
43,NA,65.37,"M",1999,0,9
44,67.5,67.68,"M",2000,1,9
45,67.47,67.72,"M",2001,2,9
46,72.42,72.75,"M",2002,3,9
47,75.88,76.32,"M",2003,4,9
48,79.12,79.62,"M",2004,5,9
49,80.67,80.98,"M",2005,6,9
50,81.58,82.65,"M",2006,7,9
51,NA,94.32,"M",2007,8,9
41,NA,74.73,"M",1999,0,3
43,72.28,72.82,"M",2001,1,3
44,69.45,69.88,"M",2002,2,3
38,NA,52.48,"M",1999,0,3
39,55.17,55.22,"M",2000,1,3
41,53.37,53.38,"M",2002,2,3
35,82.83,83.95,"M",2001,0,4
36,88.55,89.47,"M",2002,1,4
37,94.13,96.82,"M",2003,2,4
38,85.67,90.47,"M",2004,3,4
57,85.97,86.4,"M",2001,0,3
57,85.97,86.42,"M",2001,1,3
58,98.03,98.33,"M",2002,2,3
29,107.1,115.9,"M",2002,0,3
30,95.37,100.7,"M",2003,1,3
31,100.1,106.8,"M",2004,2,3
55,NA,104,"M",1999,0,6
57,95.73,97.85,"M",2001,1,6
58,98.78,103.6,"M",2002,2,6
59,92.52,95.45,"M",2003,3,6
60,79.28,81.67,"M",2004,4,6
61,110.4,116.4,"M",2005,5,6
29,87.9,91.88,"M",2002,0,4
30,83.05,85.08,"M",2003,1,4
31,85,88.68,"M",2004,2,4
34,NA,99.48,"M",2007,3,4
57,117.2,121,"M",2001,0,3
59,117.3,122.7,"M",2003,1,3
61,136.4,138.9,"M",2005,2,3
59,80.38,81.27,"M",2006,0,3
60,NA,72.45,"M",2007,1,3
61,NA,78.58,"M",2008,2,3
53,82.57,82.75,"M",2000,0,4
54,79.82,79.95,"M",2001,1,4
57,84.37,84.55,"M",2004,2,4
59,83.7,83.8,"M",2006,3,4
42,NA,58.42,"M",1999,0,7
45,60.52,60.6,"M",2002,1,7
46,59.52,59.52,"M",2003,2,7
47,62.72,62.8,"M",2004,3,7
48,63.15,63.15,"M",2005,4,7
49,63.67,63.8,"M",2006,5,7
50,NA,62.43,"M",2007,6,7
27,75.9,81.1,"M",2005,0,3
28,80.7,83.87,"M",2006,1,3
29,NA,80.12,"M",2007,2,3
28,73.82,78.12,"M",2000,0,4
29,78.12,79.47,"M",2001,1,4
33,79.43,84.55,"M",2005,2,4
35,NA,81.8,"M",2007,3,4
49,80.32,88.82,"M",2005,0,4
50,79.2,87.22,"M",2006,1,4
51,NA,80.38,"M",2007,2,4
52,NA,85.43,"M",2008,3,4
53,NA,81.77,"M",1999,0,3
54,76.88,77.93,"M",2000,1,3
55,79.68,80.18,"M",2001,2,3
55,NA,87.73,"M",1999,0,3
60,100.4,108.1,"M",2004,1,3
62,113.6,123.2,"M",2006,2,3
38,90.53,96,"M",2002,0,5
39,83.58,85.2,"M",2003,1,5
41,88.42,94.15,"M",2005,2,5
42,93,99.92,"M",2006,3,5
44,NA,92.13,"M",2008,4,5
42,86.87,89.88,"M",2005,0,3
44,NA,85.95,"M",2007,1,3
45,NA,87.87,"M",2008,2,3
49,87.42,90.28,"M",2003,0,3
51,84.2,86.28,"M",2005,1,3
52,81.93,83.72,"M",2006,2,3
58,97.78,100.4,"M",2000,0,4
59,101,102.9,"M",2001,1,4
60,106.9,113.4,"M",2002,2,4
61,107.2,110.5,"M",2003,3,4
53,74.28,74.62,"M",2000,0,3
55,74.75,76.45,"M",2002,1,3
56,73.87,74.18,"M",2003,2,3
53,NA,90.82,"M",1999,0,4
54,91.97,93.77,"M",2000,1,4
61,NA,101.3,"M",2007,2,4
62,NA,112.8,"M",2008,3,4
32,102.3,108.8,"M",2003,0,3
35,93.92,98.23,"M",2006,1,3
36,NA,91.22,"M",2007,2,3
35,NA,59.82,"M",1999,0,3
36,60.68,60.77,"M",2000,1,3
38,60.28,60.42,"M",2002,2,3
25,77.87,85.02,"M",2005,0,4
26,76.7,82.58,"M",2006,1,4
27,NA,77.48,"M",2007,2,4
28,NA,80.78,"M",2008,3,4
29,NA,60.75,"M",1999,0,4
30,63.35,63.57,"M",2000,1,4
34,66.75,67,"M",2004,2,4
35,89.55,91.9,"M",2005,3,4
27,NA,72.98,"M",1999,0,4
28,71.52,73.03,"M",2000,1,4
30,77.75,77.75,"M",2002,2,4
31,71.9,72.78,"M",2003,3,4
54,NA,92.13,"M",1999,0,4
56,95.3,100.5,"M",2001,1,4
59,93.22,97.73,"M",2004,2,4
61,93.7,99.32,"M",2006,3,4
38,59.97,60.08,"M",2001,0,6
39,58.83,58.83,"M",2002,1,6
41,59.75,59.78,"M",2004,2,6
42,59.4,59.42,"M",2005,3,6
43,61.57,61.57,"M",2006,4,6
45,NA,57.98,"M",2008,5,6
34,81.47,83.57,"M",2000,0,4
35,75.07,77.13,"M",2001,1,4
36,75.95,81.83,"M",2002,2,4
37,69.98,71.3,"M",2003,3,4
47,NA,89.65,"M",1999,0,8
48,89.6,90.63,"M",2000,1,8
49,93.03,94.5,"M",2001,2,8
50,91.62,93.2,"M",2002,3,8
51,102.9,106.3,"M",2003,4,8
53,103,108,"M",2005,5,8
55,NA,97.08,"M",2007,6,8
56,NA,98,"M",2008,7,8
59,69.3,69.48,"M",2005,0,3
60,67.92,67.98,"M",2006,1,3
61,NA,82.22,"M",2007,2,3
29,75.67,77.23,"M",2004,0,4
30,79.18,87.63,"M",2005,1,4
32,NA,74.77,"M",2007,2,4
33,NA,77.55,"M",2008,3,4
55,NA,88.35,"M",1999,0,7
56,91.1,92.8,"M",2000,1,7
57,86.83,87.87,"M",2001,2,7
58,85.98,87.28,"M",2002,3,7
59,76.43,77.5,"M",2003,4,7
60,87.47,89.12,"M",2004,5,7
61,88.72,89.98,"M",2005,6,7
39,82.23,82.67,"M",2000,0,5
42,92.98,95.55,"M",2003,1,5
43,76.55,77.53,"M",2004,2,5
45,78.47,79.73,"M",2006,3,5
46,NA,84.27,"F",2007,4,5
31,77.82,83.47,"M",2001,0,5
32,80.77,83.58,"M",2002,1,5
33,96.35,98.53,"M",2003,2,5
34,89.67,93.83,"M",2004,3,5
35,87.47,90.9,"M",2005,4,5
28,91.2,95.75,"M",2002,0,3
29,89.58,96.45,"M",2003,1,3
33,NA,103.8,"M",2007,2,3
34,83.87,86.6,"M",2001,0,4
36,82.4,87.35,"M",2003,1,4
37,88.7,91.62,"M",2004,2,4
39,92.67,102.6,"M",2006,3,4
31,64.97,65.38,"M",2006,0,3
32,NA,61.48,"M",2007,1,3
33,NA,78.28,"M",2008,2,3
38,NA,85.83,"M",1999,0,5
39,82.27,83.15,"M",2000,1,5
40,90.32,93.88,"M",2001,2,5
41,93.6,94.42,"M",2002,3,5
42,95.27,97.65,"M",2003,4,5
53,NA,81.85,"M",1999,0,8
54,76.98,78.05,"M",2000,1,8
55,78.2,79.37,"M",2001,2,8
56,78.08,78.72,"M",2002,3,8
57,78.93,83.32,"M",2003,4,8
59,90.93,98.25,"M",2005,5,8
60,83.63,83.8,"M",2006,6,8
61,NA,84.75,"M",2007,7,8
55,75.42,77.4,"M",2003,0,5
56,75.22,78.42,"M",2004,1,5
57,74.33,75.15,"M",2005,2,5
58,74.58,74.78,"M",2006,3,5
59,NA,73.83,"M",2007,4,5
44,94.88,98.5,"M",2003,0,3
45,87.83,92.63,"M",2004,1,3
46,83.7,84.93,"M",2005,2,3
43,78.38,79.6,"M",2000,0,3
45,75,75.73,"M",2002,1,3
46,76.7,77.33,"M",2003,2,3
43,86.78,91.27,"M",2002,0,3
48,NA,91.17,"M",2007,1,3
49,NA,102.6,"M",2008,2,3
44,NA,101.2,"M",1999,0,5
45,100.4,101.1,"M",2000,1,5
46,98.73,99.75,"M",2001,2,5
47,102.5,105.8,"M",2002,3,5
48,103.5,105.6,"M",2003,4,5
52,94.68,99.45,"M",2004,0,4
53,103.3,110.3,"M",2005,1,4
54,97.35,105,"M",2006,2,4
55,NA,103,"M",2007,3,4
61,NA,100.1,"M",1999,0,3
69,NA,104.9,"M",2007,1,3
70,NA,111.8,"M",2008,2,3
64,NA,80.72,"M",1999,0,5
65,83.65,86.95,"M",2000,1,5
66,83.72,85.38,"M",2001,2,5
67,81.35,82.15,"M",2002,3,5
68,85.57,88.37,"M",2003,4,5
42,NA,69.67,"M",1999,0,7
44,66.73,67.2,"M",2001,1,7
45,76.7,77.23,"M",2002,2,7
47,74.58,75.28,"M",2004,3,7
48,74.67,75.43,"M",2005,4,7
50,NA,75.72,"M",2007,5,7
51,NA,81.6,"M",2008,6,7
28,NA,86.6,"M",1999,0,3
29,99.4,102.9,"M",2000,1,3
30,93.75,97.55,"M",2001,2,3
29,NA,88.68,"M",1999,0,5
30,77.65,78.8,"M",2000,1,5
31,74.8,76.57,"M",2001,2,5
32,75.77,76.27,"M",2002,3,5
33,73.02,73.53,"M",2003,4,5
32,NA,96.4,"M",1999,0,6
33,91.75,93.93,"M",2000,1,6
34,90.38,93.7,"M",2001,2,6
35,86.27,90.42,"M",2002,3,6
36,101.3,105.8,"M",2003,4,6
37,88.42,93.83,"M",2004,5,6
47,82.02,84.8,"M",2001,0,7
48,82.13,86.35,"M",2002,1,7
49,79.45,80.18,"M",2003,2,7
50,82.43,83.82,"M",2004,3,7
51,86.32,87.7,"M",2005,4,7
52,86.7,89.13,"M",2006,5,7
54,NA,98.63,"M",2008,6,7
35,81.97,88.97,"M",2002,0,4
36,82.92,93.8,"M",2003,1,4
39,92.75,102.2,"M",2006,2,4
41,NA,108.2,"M",2008,3,4
54,NA,75.38,"M",1999,0,7
55,72.87,73.02,"M",2000,1,7
58,77.5,78.5,"M",2003,2,7
59,80.93,82.67,"M",2004,3,7
61,78.32,78.47,"M",2006,4,7
62,NA,88.88,"M",2007,5,7
63,NA,81.58,"M",2008,6,7
26,87.32,90.97,"M",2001,0,7
27,82.73,88,"M",2002,1,7
28,74.15,77.3,"M",2003,2,7
29,86.83,89.78,"M",2004,3,7
30,81.03,82.22,"M",2005,4,7
31,86.58,92.18,"M",2006,5,7
33,NA,91.07,"M",2008,6,7
26,NA,91.65,"M",1999,0,3
28,99.62,105.2,"M",2001,1,3
33,104,104.8,"M",2006,2,3
28,57.83,57.95,"M",2000,0,6
29,58.17,58.3,"M",2001,1,6
30,59.65,59.73,"M",2002,2,6
32,59.67,59.77,"M",2004,3,6
33,59.25,59.43,"M",2005,4,6
34,59.6,59.75,"M",2006,5,6
48,80.53,81.2,"M",2005,0,3
49,78.15,79.18,"M",2006,1,3
51,NA,88.98,"M",2008,2,3
24,104.4,105.2,"M",2006,0,3
25,NA,106.3,"M",2007,1,3
26,NA,102.1,"M",2008,2,3
20,94.9,99.43,"M",2000,0,3
21,107.8,113.1,"M",2001,1,3
22,99.72,105.4,"M",2002,2,3
47,93.37,97.13,"M",2000,0,6
49,79.08,82.83,"M",2002,1,6
50,74.58,74.98,"M",2003,2,6
51,74.63,74.92,"M",2004,3,6
52,75.77,76.05,"M",2005,4,6
54,NA,82.3,"M",2007,5,6
41,58.15,58.22,"M",2003,0,4
43,57.62,57.7,"M",2005,1,4
44,59.02,59.1,"M",2006,2,4
45,NA,56.45,"M",2007,3,4
46,74.58,75.02,"M",2002,0,4
47,76.75,77.42,"M",2003,1,4
48,79.75,80.85,"M",2004,2,4
50,85.92,87.85,"M",2006,3,4
28,NA,83.17,"M",1999,0,3
29,81.02,82.37,"M",2000,1,3
30,74,75.28,"M",2001,2,3
40,89.68,91.45,"M",2000,0,3
41,81.62,82.63,"M",2001,1,3
42,90.9,95.37,"M",2002,2,3
29,66.15,66.5,"M",2004,0,3
30,66.5,66.75,"M",2005,1,3
31,73.52,74.33,"M",2006,2,3
31,79.13,80.63,"M",2001,0,5
32,78,79.88,"M",2002,1,5
33,76.72,77.53,"M",2003,2,5
34,76.85,77.62,"M",2004,3,5
37,NA,84.75,"M",2007,4,5
34,NA,81.08,"M",1999,0,5
35,80.05,82.15,"M",2000,1,5
36,84.98,93.52,"M",2001,2,5
37,83.55,87.1,"M",2002,3,5
41,80.4,83.15,"M",2006,4,5
58,NA,154,"M",1999,0,6
60,155,155,"M",2001,1,6
61,150.2,150.2,"M",2002,2,6
62,141,141,"M",2003,3,6
63,166.7,166.7,"M",2004,4,6
64,175.6,175.6,"M",2005,5,6
45,81,85.7,"M",2005,0,4
46,86.68,94.3,"M",2006,1,4
47,NA,89.1,"M",2007,2,4
48,NA,89.47,"M",2008,3,4
44,NA,113,"M",1999,0,4
45,98.77,100.6,"M",2000,1,4
46,102.8,109.3,"M",2001,2,4
47,107.3,112.4,"M",2002,3,4
24,100.5,106.9,"M",2005,0,3
26,NA,105.7,"M",2007,1,3
27,NA,97.77,"M",2008,2,3
35,76.25,80.98,"M",2006,0,3
36,NA,77.63,"M",2007,1,3
37,NA,110.6,"M",2008,2,3
47,89.9,92.63,"M",2003,0,3
48,94.8,97.57,"M",2004,1,3
52,NA,104.2,"M",2008,2,3
27,83.43,84.17,"M",2001,0,4
30,98.32,106.5,"M",2004,1,4
31,112.9,120.5,"M",2005,2,4
33,NA,117.3,"M",2007,3,4
34,107.6,114.1,"M",2002,0,3
38,85.52,90.4,"M",2006,1,3
39,NA,83.88,"M",2007,2,3
33,NA,70,"M",1999,0,3
34,70.27,70.9,"M",2000,1,3
36,71.5,73.3,"M",2002,2,3
37,NA,80,"M",1999,0,3
38,76,77.58,"M",2000,1,3
41,77.53,78.57,"M",2003,2,3
30,94,95.57,"M",2001,0,5
31,91.18,95.7,"M",2002,1,5
33,86.78,89.85,"M",2004,2,5
34,87.3,88.85,"M",2005,3,5
37,NA,86.25,"M",2008,4,5
38,91.2,97.25,"M",2001,0,4
42,84.15,86.38,"M",2005,1,4
44,NA,94.17,"M",2007,2,4
45,NA,82.17,"M",2008,3,4
40,NA,68.07,"M",1999,0,6
41,69.22,69.53,"M",2000,1,6
42,67.27,67.45,"M",2001,2,6
43,67.57,67.65,"M",2002,3,6
44,67.47,67.63,"M",2003,4,6
45,67.68,67.75,"M",2004,5,6
41,NA,76,"M",1999,0,6
43,71.32,71.82,"M",2001,1,6
47,72.42,72.78,"M",2005,2,6
48,78.35,79.95,"M",2006,3,6
49,NA,81.72,"M",2007,4,6
50,NA,77.33,"M",2008,5,6
33,85.27,88.92,"M",2003,0,3
35,87.28,93.02,"M",2005,1,3
36,86.05,94.73,"M",2006,2,3
36,93.55,96.87,"M",2006,0,3
37,NA,93.37,"M",2007,1,3
38,NA,96.68,"M",2008,2,3
53,78.93,80.73,"M",2002,0,3
54,80.13,80.55,"M",2003,1,3
55,87.23,87.65,"M",2004,2,3
41,64.32,64.85,"M",2001,0,8
42,63.57,63.65,"M",2002,1,8
43,66.63,66.93,"M",2003,2,8
44,65.45,65.58,"M",2004,3,8
45,67.1,67.33,"M",2005,4,8
46,66.88,66.97,"M",2006,5,8
47,NA,69.45,"M",2007,6,8
48,NA,65.97,"M",2008,7,8
43,NA,72.15,"M",1999,0,8
