"age","net","gun","sex","year","previous","nruns"
51,107,108.4,"F",2003,1,4
39,64.1,64.4,"M",2004,2,4
23,79.98,81.72,"F",2001,0,3
35,77.17,77.77,"M",2005,5,7
45,NA,72.47,"M",1999,0,5
33,77.88,78.95,"M",2003,3,7
35,92.57,94.42,"M",2003,0,3
29,109.3,113.7,"F",2002,1,3
39,73.03,77.98,"M",2003,1,3
40,80.62,83.17,"F",2000,0,5
41,83.12,86.33,"M",2005,2,3
47,NA,101.7,"F",2008,3,4
37,77.07,78.57,"M",2002,2,9
44,78.35,78.53,"M",2001,1,7
68,94.77,96.92,"M",2003,4,7
24,NA,104.7,"F",2008,2,3
32,96.23,101.8,"F",2006,2,4
50,91.03,94.2,"F",2002,1,4
24,94.88,100.4,"F",2006,0,3
52,NA,99.82,"F",2008,4,5
46,84.05,86.07,"M",2003,2,3
36,91.32,95.03,"M",2004,0,4
53,NA,83.58,"M",1999,0,5
35,NA,88.48,"M",2007,3,5
32,95.13,100.4,"M",2005,1,4
39,85.3,88.23,"F",2005,1,5
55,78.37,79.48,"M",2004,5,8
43,110,114,"F",2000,1,3
37,102.4,103.8,"M",2004,1,5
33,96.12,97.62,"F",2002,0,3
42,69.9,71.1,"M",2002,0,5
35,81.62,82.13,"M",2003,2,4
35,85.42,86.65,"F",2005,2,5
33,68.77,70.73,"F",2005,3,5
44,66.78,67.38,"M",2002,1,3
35,92.1,95.63,"M",2006,0,3
43,98.77,101.3,"F",2005,1,3
34,86.73,93.17,"F",2004,0,4
25,88.25,92.12,"F",2006,0,3
53,80.03,80.67,"M",2002,1,7
31,101.2,106.3,"F",2003,2,3
39,NA,67.18,"M",2007,2,3
30,81.78,82.33,"F",2003,2,3
34,96.9,102.5,"F",2003,1,6
51,122.8,126.6,"M",2001,2,3
32,89.83,93.12,"M",2000,0,7
19,89.42,91.38,"M",2002,2,3
51,84.65,85.95,"M",2005,3,4
47,85.08,86.98,"F",2005,0,3
53,88.37,90.93,"M",2006,0,3
39,83.58,85.2,"M",2003,1,5
43,NA,85.62,"F",2007,3,4
28,84.42,86.78,"M",2005,3,4
59,131,137.8,"M",2006,5,7
34,NA,110.3,"M",2008,2,3
62,NA,99.37,"M",2007,1,3
30,95.45,103.2,"F",2004,3,4
40,104.2,108,"M",2002,2,3
48,77.88,77.97,"F",2003,2,5
46,80.37,83.7,"M",2005,6,9
39,84.18,85.65,"M",2006,0,3
32,NA,78.73,"F",2007,3,4
40,85.57,90.15,"M",2000,1,6
26,NA,71.6,"M",2007,1,3
38,96.55,103.3,"F",2003,4,8
32,108.9,115.1,"F",2002,1,5
37,78.42,79.13,"F",2002,3,10
40,72.43,73.95,"M",2002,3,5
37,NA,81.23,"M",2008,2,3
59,NA,108.1,"M",2008,6,7
66,NA,83.07,"M",1999,0,5
47,NA,55.18,"M",1999,0,6
22,74.4,75.27,"F",2004,0,3
51,86.95,92.5,"F",2002,0,6
23,81.1,82.07,"F",2002,2,6
48,72.93,73.95,"M",2004,4,5
33,87.97,93.92,"M",2005,1,4
54,73.13,73.82,"M",2006,6,8
34,84.52,87.2,"M",2004,1,4
26,NA,93.28,"F",2008,2,3
68,79.65,79.72,"M",2006,0,3
32,93.02,95.72,"F",2003,1,4
37,88.9,91.35,"M",2002,1,3
44,94.3,97.68,"F",2003,1,3
47,NA,80.03,"M",1999,0,7
33,NA,84,"M",2007,1,3
51,81.82,81.98,"M",2004,3,6
54,105.3,113.3,"F",2005,0,3
47,81.07,81.07,"M",2002,1,4
30,NA,108.1,"F",2007,3,4
58,83.47,83.7,"M",2002,1,3
14,85.63,86.38,"F",2000,0,4
33,NA,118.6,"F",2007,2,3
40,111,116.5,"M",2004,4,5
50,82.75,86.03,"M",2003,3,5
32,90.9,92.92,"F",2005,1,3
39,NA,89.48,"F",1999,0,3
47,69.47,70.73,"M",2003,3,5
72,96.65,97.47,"M",2004,2,3
29,107.1,115.9,"M",2002,0,3
41,NA,91.05,"F",2008,3,4
51,82.9,83.87,"M",2003,3,7
32,78.35,81.88,"M",2006,0,3
52,92.67,96.75,"M",2003,3,5
38,87.1,89,"F",2000,0,3
32,80.87,82.17,"F",2002,1,3
36,123.3,128.6,"M",2002,2,4
32,NA,104.7,"F",2008,2,3
40,76.02,76.67,"M",2005,2,4
45,NA,114.2,"M",2008,3,4
34,NA,59.13,"M",1999,0,5
47,89.15,92.48,"M",2006,4,6
35,81.88,83.85,"M",2002,2,3
33,90.62,98.1,"F",2004,1,3
33,79.9,81.53,"M",2004,0,3
24,94.52,99.18,"F",2003,0,5
29,97.17,101.5,"F",2001,0,4
30,NA,54.95,"M",1999,0,7
23,90.62,92.6,"F",2000,0,3
44,NA,71.45,"M",2008,4,5
55,80.62,80.95,"F",2001,2,9
46,83.9,84.8,"M",2005,3,6
57,100.9,104.5,"M",2002,0,3
37,62.92,63.28,"M",2001,0,3
46,NA,104.1,"M",1999,0,3
47,NA,71.97,"M",1999,0,8
24,80.9,82.08,"M",2002,1,3
54,75.42,76.33,"M",2001,1,5
46,114.2,121.2,"M",2004,3,4
39,NA,78.28,"M",1999,0,3
35,104.6,108.9,"M",2002,1,6
52,NA,79.3,"F",2007,4,5
31,74.08,77.75,"M",2002,2,3
44,88.3,88.3,"M",2005,2,3
66,NA,84.15,"M",2008,6,7
38,62.47,62.5,"M",2006,2,4
35,NA,92.68,"F",2008,2,3
37,104.8,108.8,"F",2005,2,4
46,NA,70.97,"M",1999,0,8
36,95.83,102.5,"F",2005,1,4
35,62.43,62.53,"M",2000,1,5
26,90.6,93.55,"F",2002,0,3
35,59.72,59.77,"M",2003,2,4
38,78.98,80.22,"F",2004,1,4
54,104.5,105.4,"F",2004,1,3
43,NA,105.2,"M",1999,0,3
31,78.2,84.27,"M",2002,0,3
31,89.48,93.08,"M",2000,0,4
29,100.5,102.9,"F",2000,0,5
45,63.95,64.12,"M",2001,2,4
46,75.18,77.52,"M",2006,5,7
36,79.75,80.93,"M",2003,2,3
57,79.97,80.75,"M",2001,2,9
49,88.8,93.28,"F",2002,2,5
48,83.3,85.52,"F",2006,2,4
46,NA,85.18,"M",2007,5,7
27,89.02,90.98,"M",2004,2,3
50,79.25,80.82,"M",2000,1,8
51,144.5,146.9,"F",2005,2,3
47,76.95,76.95,"F",2002,1,5
30,82.08,84.1,"M",2000,0,5
63,NA,96.25,"M",1999,0,3
30,99.47,102.8,"M",2003,0,4
27,NA,83.43,"F",1999,0,7
44,102,104.7,"F",2003,0,3
23,NA,81.75,"M",2007,2,3
44,NA,74.25,"M",1999,0,4
51,101.1,107.4,"F",2005,4,8
53,NA,98.88,"F",2007,2,4
55,89.1,92.62,"M",2001,1,5
49,NA,74.72,"M",2008,2,3
50,NA,129.2,"F",2008,4,5
35,113.2,115.6,"F",2006,2,4
51,93.15,98.63,"M",2004,1,3
28,78.52,79.67,"F",2001,1,4
33,99.58,105,"F",2003,2,5
49,NA,59.73,"M",2007,3,5
47,NA,79.95,"F",2008,8,9
46,80.93,83.03,"M",2006,5,8
35,79.38,82.28,"M",2004,2,4
59,77.88,78.62,"M",2006,5,8
32,NA,93.03,"F",2008,6,7
41,82.9,84.57,"M",2004,2,7
34,96.42,101.9,"M",2002,0,3
56,79.07,79.77,"M",2004,3,4
41,79.62,80.68,"F",2003,0,3
26,109.8,114,"F",2001,2,5
39,73.03,74.15,"M",2000,0,5
29,NA,93.15,"F",2008,2,3
35,89.03,93.72,"F",2005,3,5
53,69.12,69.3,"M",2000,0,3
47,NA,89.1,"M",2007,2,4
53,112.3,117.9,"F",2005,2,3
37,NA,87.62,"F",2008,2,3
37,71.6,71.93,"M",2003,4,5
39,73.22,75.12,"F",2004,5,7
26,76.7,82.58,"M",2006,1,4
34,100.4,104.1,"F",2001,0,4
34,NA,80.62,"F",2007,4,5
45,80.93,83.13,"M",2003,1,3
48,101.8,109.4,"F",2005,1,3
36,106.8,106.8,"F",2005,1,3
43,NA,98.87,"F",2007,2,3
42,72.25,73.07,"M",2001,0,3
61,83.77,85.03,"M",2004,5,9
50,91.38,94.87,"M",2000,0,3
20,99.35,102.4,"M",2003,4,5
26,90.28,96.67,"F",2002,0,3
43,65.05,65.13,"F",2004,2,3
65,107.2,108,"M",2000,0,6
45,NA,83.03,"M",2008,2,3
55,NA,111.6,"M",2008,4,5
27,121.9,128.8,"F",2004,0,3
33,78.28,78.67,"F",2002,0,7
38,83.92,86.33,"M",2006,1,3
54,NA,102.5,"F",2008,3,4
38,95.07,99.93,"F",2006,4,7
25,84.37,85.53,"F",2003,1,4
56,NA,98,"F",1999,0,4
53,87.33,87.97,"M",2000,1,8
41,NA,108.3,"F",1999,0,4
32,92.42,94.15,"M",2001,1,3
49,96.88,99.43,"M",2002,0,3
43,75.82,76.62,"M",2001,1,4
45,95.52,99.4,"M",2005,1,5
33,NA,96.32,"F",2007,1,3
36,106.2,114.5,"F",2005,3,4
30,83.5,90.57,"M",2002,2,4
48,91.95,95.9,"M",2000,0,5
41,98.95,104.9,"F",2003,3,6
47,89.27,90.6,"F",2004,2,3
49,99.93,107.3,"F",2005,3,6
38,112.6,117,"M",2001,2,3
34,66.75,67,"M",2004,2,4
28,88.12,90.63,"M",2003,3,8
46,77.92,79.43,"M",2001,1,8
26,NA,70.23,"F",2007,2,3
35,84.17,85.32,"M",2006,1,4
42,99.93,105.2,"F",2001,1,7
31,96.13,100.8,"M",2001,0,3
84,NA,94.43,"M",2008,7,8
57,78.43,78.43,"F",2005,2,4
42,76.73,78.58,"M",2006,4,5
39,82.55,82.55,"M",2003,2,3
62,NA,95.28,"F",2008,4,5
29,95.53,97.15,"F",2000,1,7
34,98.2,102.5,"F",2003,1,3
24,92.43,94.12,"F",2002,0,3
31,NA,92.28,"F",2007,1,3
36,70.32,71.2,"M",2004,4,6
34,NA,83.67,"M",1999,0,3
47,76.05,77.1,"M",2000,1,5
45,107.4,108.4,"M",2000,0,3
41,58.78,59.13,"M",2001,0,3
26,88.18,91.83,"M",2002,2,5
40,79.03,81.43,"M",2001,0,5
55,126,133.4,"M",2005,2,3
44,123.3,127.4,"F",2002,0,4
41,83.22,84.17,"M",2002,2,6
57,96.08,98.48,"M",2004,3,4
54,86.23,89.9,"M",2001,1,4
55,NA,87.67,"M",2008,4,5
44,110.3,115.3,"F",2001,2,6
29,76.35,77,"M",2001,2,8
30,106.9,112,"F",2003,0,3
40,72.53,73.23,"M",2001,0,4
41,NA,77.03,"M",2007,2,3
52,NA,74.57,"M",1999,0,5
28,NA,90.97,"F",2007,1,3
44,102.2,103.2,"M",2004,2,4
29,95.22,100.6,"F",2004,2,3
27,72.1,72.8,"M",2000,0,4
31,90.72,93.42,"F",2000,1,5
36,54.38,54.43,"M",2005,2,3
50,NA,76.82,"M",2007,6,7
42,NA,70.35,"M",2008,2,3
32,95.78,97.53,"M",2002,0,3
39,NA,84.23,"M",1999,0,10
33,104.9,110.2,"M",2002,0,3
37,NA,88.87,"F",2007,5,6
65,86.45,87.2,"M",2005,6,10
30,99.08,103.2,"M",2005,1,4
29,NA,74.18,"M",2007,1,3
55,NA,77.28,"M",2008,2,3
50,96.33,99.3,"M",2003,2,6
23,77.07,78.37,"F",2001,1,4
43,87.83,92.2,"F",2001,1,5
28,74.32,76.6,"M",2006,2,3
52,73.15,73.53,"M",2005,2,5
46,63.12,63.23,"M",2004,3,4
30,111.2,118.6,"F",2005,1,4
58,82.62,83.38,"M",2001,1,5
29,NA,102,"F",2007,1,3
30,66.67,66.68,"M",2003,3,4
43,109.6,112.4,"F",2001,0,6
44,81.07,81.48,"F",2004,5,7
40,NA,107.8,"F",2007,6,7
29,88.9,91,"M",2003,3,8
62,NA,77.85,"M",1999,0,3
38,99.17,106.1,"F",2002,0,4
37,105.4,106.1,"M",2004,2,3
54,NA,109.6,"F",2008,2,3
46,NA,97.42,"F",2008,2,3
41,NA,72.73,"M",1999,0,5
31,94.03,102.3,"F",2006,0,3
43,98.13,100.9,"F",2005,1,3
29,69.03,70.77,"M",2006,2,3
41,NA,93.85,"F",1999,0,3
25,77.37,77.9,"F",2004,0,4
45,87.67,90.07,"M",2001,0,5
47,70.97,71.63,"M",2003,2,6
46,77.05,78.95,"F",2002,2,6
63,NA,76,"M",1999,0,8
56,108.1,112.2,"F",2000,0,3
61,84.5,85.23,"M",2006,4,6
40,99.57,104.6,"M",2005,1,3
51,125.1,133,"F",2004,2,3
34,98.1,105,"F",2004,1,4
52,78.67,79.18,"F",2002,3,10
40,NA,94.05,"F",2008,2,3
27,NA,82.37,"F",2008,2,3
40,110.7,116.1,"F",2003,1,5
43,NA,58.25,"M",2007,6,8
37,59.88,60.02,"M",2003,0,3
36,88.47,91.63,"F",2006,1,4
65,NA,102,"M",2007,4,6
35,102.3,106.8,"M",2002,0,6
32,89.4,91.7,"F",2002,1,5
34,104.6,109.9,"F",2001,1,3
27,112,120,"F",2006,0,3
57,NA,83.1,"M",1999,0,8
56,NA,97.08,"M",2008,2,3
60,77.55,77.75,"M",2000,0,5
50,116.6,118.7,"F",2003,2,3
27,NA,81.2,"F",2007,1,3
30,89.22,92.8,"F",2004,2,3
50,100.8,108,"M",2004,0,4
53,131.4,138.7,"F",2002,0,3
61,NA,98.58,"M",2008,4,5
53,68.27,68.4,"M",2002,1,5
44,104.7,108.8,"M",2003,0,4
35,95.08,98.18,"F",2000,1,8
26,82.9,90.37,"M",2004,0,3
46,75.48,75.83,"M",2002,0,4
46,77.35,82.12,"M",2004,3,5
53,NA,65.93,"M",2007,6,7
52,NA,79.6,"F",1999,0,3
51,75.22,75.35,"F",2005,5,6
33,104,104.8,"M",2006,2,3
35,67.58,68.15,"M",2005,4,7
25,NA,86.95,"F",2007,1,3
50,78.07,78.93,"M",2002,1,4
56,84.78,85.7,"M",2000,1,7
58,99.87,101.9,"M",2004,3,6
45,88.3,93.03,"M",2000,1,3
38,NA,88.12,"M",2008,2,3
37,84.13,89.47,"M",2003,1,3
26,70.7,71.92,"M",2006,0,3
41,76.78,78.58,"M",2004,2,6
31,73.95,75.17,"F",2004,0,3
30,109.6,113.4,"F",2001,0,4
58,NA,78.97,"M",2007,6,8
39,91.17,93.8,"M",2006,3,4
23,74.32,76.05,"F",2003,0,3
33,98.18,102.9,"M",2004,3,7
38,NA,55.93,"M",1999,0,6
37,91.87,92.8,"M",2004,1,4
30,NA,92.43,"F",2007,2,3
62,110.6,114.5,"M",2006,2,3
41,81.53,81.75,"M",2001,2,10
45,84.12,85.27,"M",2005,0,3
51,NA,104.3,"M",2007,8,10
53,74.38,75.42,"M",2001,1,4
36,62.3,62.53,"M",2005,4,5
58,NA,73.23,"M",1999,0,7
31,105.8,111.3,"F",2003,2,4
23,99,107.4,"F",2006,1,3
31,94.93,96.55,"M",2002,0,3
45,93.3,97.85,"M",2001,0,7
44,77.67,77.9,"M",2006,1,4
31,82.55,83.68,"F",2003,2,3
54,NA,107.7,"M",2007,3,4
45,106.2,108.4,"F",2003,0,5
48,NA,70.4,"M",2007,3,5
55,NA,79.62,"M",2008,2,3
28,92.65,96.12,"M",2005,3,5
23,92.8,95.63,"F",2001,0,3
29,82.92,87.08,"F",2006,0,3
31,95.92,98.52,"F",2003,1,4
26,NA,86,"F",2008,4,5
34,86.92,90.17,"M",2002,0,4
56,116.9,121.3,"M",2004,4,8
61,NA,102.8,"M",1999,0,4
40,73.17,73.98,"M",2000,1,7
30,NA,90.33,"M",1999,0,6
24,94.25,99.38,"F",2001,0,4
45,79.1,80.77,"M",2003,0,3
44,95.22,97.68,"F",2003,3,4
42,98.88,105.5,"F",2005,1,3
29,84.82,87.12,"F",2001,1,7
53,NA,79.88,"M",2007,2,3
62,94.05,97.77,"M",2004,4,7
49,NA,77.4,"M",2008,2,3
49,88.67,95.62,"M",2006,3,6
58,78.57,78.98,"M",2003,2,6
58,94.63,94.82,"M",2003,4,9
42,106.6,110,"F",2002,3,4
47,77.07,77.75,"F",2004,1,6
28,108.4,116.3,"F",2006,0,3
29,91.8,95.4,"F",2005,1,3
39,127.8,133.4,"M",2003,2,3
36,NA,87.92,"M",1999,0,10
31,87.72,92.45,"M",2001,1,3
56,84.62,85.52,"M",2003,1,5
48,55.93,55.93,"M",2006,2,5
26,NA,98.7,"F",2007,2,4
24,94.52,94.52,"F",2005,1,4
32,NA,82.17,"F",2008,4,5
27,NA,90.43,"M",1999,0,4
52,89.88,92.53,"M",2003,3,5
31,NA,89.78,"F",2008,3,4
32,91.62,98.88,"M",2004,2,3
26,108.9,115.2,"M",2005,0,3
38,NA,104.3,"F",2008,3,4
66,76.88,76.98,"M",2002,2,8
53,86.5,88.38,"F",2003,3,6
48,81.02,82.47,"M",2002,3,4
42,74.72,75.82,"F",2005,4,6
55,78.18,84.82,"M",2006,3,5
55,NA,67.37,"M",1999,0,4
53,86.03,89.38,"M",2000,0,3
49,94.12,97.77,"M",2004,4,9
25,NA,97.47,"F",2007,1,3
49,98.57,98.57,"M",2003,4,9
40,NA,85.15,"F",2007,5,6
32,NA,85.98,"F",2008,5,6
62,84.93,86.23,"M",2005,3,5
36,60.68,60.77,"M",2000,1,3
48,93.47,97.68,"M",2001,1,4
33,NA,82.7,"F",2007,1,3
49,87.88,90.9,"F",2003,3,5
44,72.05,73.5,"M",2006,3,5
45,97.67,103.2,"M",2002,0,6
49,92.47,100.3,"F",2005,2,3
39,113.3,118.8,"F",2005,2,3
37,122,128.4,"F",2003,1,7
46,70.58,71.22,"M",2002,0,3
40,80.52,81.3,"M",2002,2,5
51,76.23,76.88,"M",2000,0,7
38,100,101.4,"F",2002,1,5
49,93.85,94.98,"F",2004,3,7
71,76.3,76.4,"M",2003,3,7
50,69.57,69.77,"M",2001,1,4
28,99.52,106.3,"M",2003,1,3
43,70.73,72.07,"M",2005,3,7
54,NA,78.47,"M",2008,2,3
37,NA,91.57,"F",2007,3,5
56,92.38,93.62,"M",2004,3,4
36,79.38,81.3,"M",2004,2,5
41,NA,69.2,"M",2008,4,5
50,NA,98.93,"M",1999,0,5
27,86.02,92.25,"M",2002,0,6
46,NA,94.98,"F",1999,0,3
53,91.7,93.57,"M",2005,2,3
66,100.9,101.5,"M",2001,1,6
28,71.25,72.12,"F",2006,3,5
30,140.3,143.4,"F",2000,1,3
56,NA,99.1,"M",2007,6,7
24,NA,102.7,"F",1999,0,3
30,71.85,75.82,"M",2006,2,3
27,115.1,118.2,"F",2002,3,5
33,64.38,64.57,"M",2001,1,5
44,NA,95.83,"M",2007,1,3
39,100.5,107.4,"M",2006,3,6
29,NA,119.2,"F",2007,7,9
43,62.67,62.7,"F",2006,4,7
31,NA,105.8,"F",2008,3,4
26,98.4,107.8,"F",2006,1,3
44,88.2,91.83,"M",2001,2,3
44,90.77,96.17,"M",2004,2,5
54,86.6,93.05,"M",2001,1,9
33,81.4,84,"M",2005,1,3
40,NA,85.23,"F",1999,0,3
43,82.55,83.25,"M",2006,4,7
63,NA,75.77,"M",1999,0,8
29,71,72,"M",2003,0,3
63,NA,86.7,"M",2008,5,6
63,120.5,125.2,"F",2004,5,7
50,81.6,81.67,"M",2005,1,5
51,64.77,64.9,"M",2004,2,6
38,99.1,104.9,"F",2004,0,3
25,89.05,96.67,"M",2004,2,3
27,NA,70.28,"M",1999,0,5
54,93.35,96.18,"M",2002,1,4
36,95.97,99.18,"F",2004,3,7
49,81.32,83.28,"M",2005,3,4
32,117.2,121.2,"F",2002,1,3
54,83.82,83.82,"M",2005,0,3
38,74.13,75.35,"F",2000,1,4
55,95.02,100.2,"M",2003,2,4
31,NA,78.92,"F",1999,0,4
39,102.5,106,"F",2006,1,3
56,89.45,92.62,"M",2004,4,8
31,NA,55.13,"M",2007,1,3
39,NA,77.6,"M",1999,0,9
26,98.87,105.1,"F",2004,0,4
35,103.6,107.4,"F",2003,3,8
61,97.62,100.2,"F",2000,1,3
31,NA,93.02,"F",2007,1,3
31,NA,86.43,"M",2008,3,4
32,NA,66.87,"M",2008,2,3
55,NA,87.05,"M",1999,0,9
34,59,59.07,"M",2004,2,5
38,73.37,74.95,"M",2001,0,6
48,103.2,107.4,"F",2002,0,3
48,93.77,95.35,"F",2000,1,3
51,99.33,104.6,"M",2002,0,4
35,72.65,75.48,"M",2002,2,3
27,74.22,75.08,"M",2001,1,8
36,88.45,88.45,"F",2005,0,4
34,93.88,94.62,"F",2001,2,3
43,79.78,80.17,"M",2003,4,10
27,95.32,102,"F",2005,0,3
31,100.3,104.6,"F",2004,0,3
37,108.7,110.9,"M",2000,1,3
38,NA,111.1,"F",1999,0,8
31,103,107,"F",2005,2,3
38,92.08,96.37,"M",2002,2,5
30,96.17,101.7,"F",2006,2,3
63,78.08,78.5,"M",2005,2,4
25,80.83,84.9,"M",2006,0,3
38,93.78,95.78,"M",2003,0,3
30,NA,84,"F",2007,2,3
55,83.05,84.52,"M",2002,1,3
36,NA,89.78,"F",2008,3,4
36,NA,63.98,"M",1999,0,3
28,NA,90.73,"F",2008,3,4
39,NA,72.68,"M",1999,0,4
33,NA,74.27,"M",2008,5,6
60,NA,78.77,"M",2007,7,9
25,103.2,108.4,"F",2006,1,3
46,96.2,102.8,"F",2001,1,6
48,67.27,67.68,"M",2006,4,7
33,57.63,57.73,"M",2002,2,4
38,100.7,105,"F",2001,2,4
29,91.72,95.58,"F",2001,0,6
29,93.72,101.6,"F",2005,2,5
42,91.53,92.1,"F",2006,0,3
42,101.7,102.7,"F",2001,2,3
43,70.08,70.42,"M",2000,1,4
33,74.88,76.25,"M",2001,2,6
34,78.65,80.83,"M",2005,2,3
37,96,99.53,"F",2006,6,7
31,81.77,82.55,"F",2005,3,4
29,83.5,85.1,"M",2002,2,4
38,104.9,109.2,"F",2001,1,3
38,NA,67.77,"M",1999,0,3
57,124.4,133.9,"F",2001,1,3
33,74.02,75.22,"M",2004,1,3
22,94.9,98.07,"F",2003,0,5
51,56.15,56.15,"M",2003,3,6
49,100.2,103.5,"M",2003,0,4
29,93.15,94.12,"F",2005,3,4
40,NA,81.53,"M",2007,3,5
34,94.45,96.28,"F",2002,1,7
40,90.17,96.5,"F",2003,2,5
22,54.18,54.2,"M",2005,0,3
39,NA,98.88,"F",2007,5,7
35,93.37,94.73,"M",2002,1,5
47,81.18,82.42,"M",2005,1,4
51,87.03,89.48,"M",2003,2,6
52,NA,105.7,"F",1999,0,7
36,NA,91.33,"M",1999,0,5
62,98.65,98.65,"M",2005,3,6
53,NA,95.68,"M",2008,7,8
50,101.3,104.1,"F",2003,3,5
55,97.75,97.9,"M",2005,3,7
31,NA,80.55,"M",2007,2,3
53,69.85,69.87,"F",2006,7,10
41,NA,96.68,"M",2008,5,6
40,105.6,110.4,"F",2001,1,5
26,NA,90,"F",1999,0,3
34,80.9,82.45,"M",2002,2,8
45,79.08,79.37,"F",2000,0,4
29,53.27,53.32,"M",2002,1,6
33,79.78,84.67,"F",2003,1,3
29,71.55,72.05,"M",2000,0,5
42,88.32,89,"M",2003,0,3
42,168.2,168.2,"F",2004,2,4
46,106.9,109.3,"F",2006,2,3
29,100.1,106.6,"F",2003,1,3
59,80.37,80.67,"M",2001,1,6
51,134.8,139.1,"F",2003,1,5
43,71.27,71.45,"M",2006,2,4
37,79.27,79.95,"M",2005,0,3
52,88.17,93.23,"M",2000,1,5
37,NA,93.33,"M",2007,2,3
28,90.15,93.53,"F",2002,1,5
56,NA,64.2,"M",1999,0,8
27,86.78,90.07,"F",2001,0,3
29,NA,85.62,"M",1999,0,3
47,83.63,88.92,"F",2006,5,6
24,NA,81.35,"F",2007,2,4
42,NA,96.23,"F",2007,2,4
48,111.1,115,"F",2001,2,4
31,NA,91.88,"M",2007,1,3
55,69.2,69.33,"M",2006,0,3
46,85.02,86.75,"F",2002,2,5
35,NA,72.83,"F",2008,4,5
44,86.05,87.32,"F",2000,0,3
33,82.73,88.12,"M",2003,2,3
26,97.32,101.6,"F",2004,2,5
23,103.4,111.7,"F",2005,0,3
50,95.68,99.3,"F",2000,0,5
33,95.82,98.57,"F",2003,0,3
34,104.4,104.4,"F",2005,2,3
74,82,82.1,"M",2002,3,10
25,101.3,107,"F",2006,1,3
41,NA,85.22,"M",2007,2,4
36,NA,82.95,"F",1999,0,3
47,78.43,79.3,"M",2002,0,4
58,89.93,91.83,"F",2003,1,3
39,NA,80.52,"M",2007,2,4
46,76.83,76.97,"F",2003,4,6
33,93.32,98.92,"M",2006,2,4
41,NA,96.02,"F",2007,2,3
35,NA,110.3,"F",2008,2,3
41,NA,87.23,"M",2007,2,3
65,NA,75.9,"M",1999,0,10
53,106.8,108.4,"F",2001,1,3
43,80.48,89.75,"M",2006,2,3
45,NA,90.02,"F",1999,0,6
36,85.25,88.2,"M",2002,2,5
43,NA,92.87,"F",2008,3,4
35,78.67,78.85,"F",2006,0,3
51,119.8,119.8,"F",2005,4,7
46,117.7,117.8,"F",2006,4,7
53,72.57,73.63,"M",2006,3,5
56,87.18,88.07,"M",2000,1,3
37,93.72,95.07,"M",2003,2,7
33,NA,67.73,"M",2008,3,4
39,93.73,95.47,"F",2003,0,5
41,80.98,82.12,"F",2005,2,3
30,88.45,96.15,"M",2001,0,3
56,84.32,85.17,"M",2004,4,7
30,NA,125,"F",2007,2,3
51,74.63,74.92,"M",2004,3,6
57,71.67,73.15,"M",2006,3,6
47,79.38,79.72,"M",2003,2,3
33,77.82,78.67,"F",2000,1,6
27,NA,97.67,"F",2007,2,5
32,67.68,68.45,"M",2000,1,3
34,NA,72.6,"M",2007,5,6
42,87.73,89.6,"F",2003,2,3
56,NA,101.8,"M",2007,1,3
39,69.03,69.63,"M",2001,1,3
35,94.55,98.07,"F",2005,3,4
51,85.17,88.57,"M",2002,3,4
38,90.58,96.18,"F",2001,1,3
30,88.33,94.42,"F",2003,0,3
45,75.98,79.47,"M",2002,1,3
40,NA,73.48,"M",1999,0,9
43,90.5,93.42,"F",2002,2,3
46,149.2,149.2,"M",2005,2,4
46,100.6,106.3,"F",2004,2,4
32,NA,94.52,"F",1999,0,7
37,96.18,99.45,"F",2006,2,3
41,97.67,102,"F",2006,7,9
44,79.23,82.1,"M",2005,5,6
56,NA,95.2,"M",1999,0,3
33,NA,75.75,"M",2008,3,4
30,90.8,97.28,"F",2005,0,3
38,62.02,62.17,"M",2002,0,3
37,66.07,66.47,"M",2001,0,4
53,103.6,108.7,"F",2006,0,3
63,77.57,77.67,"M",2002,1,3
40,73.53,73.65,"M",2001,2,5
39,85.5,87,"F",2005,2,3
59,92.18,93.87,"F",2004,5,8
30,92.02,97.17,"M",2004,0,3
48,NA,78.67,"M",2008,5,6
59,83.7,83.8,"M",2006,3,4
48,NA,103.2,"F",2008,3,4
52,NA,91.87,"F",2007,5,7
48,96.73,100.4,"F",2002,2,3
38,78.53,79.38,"M",2004,3,7
39,95.23,101.1,"M",2003,0,4
36,94.13,96.82,"M",2003,2,4
45,NA,110,"F",2008,6,7
37,NA,55.92,"M",2007,2,4
26,94,97.53,"M",2002,0,3
67,107.5,115.1,"M",2005,1,4
42,94.42,102.2,"M",2004,1,3
59,80.6,83.72,"M",2001,2,3
32,80.43,84.53,"F",2005,0,4
34,NA,98.93,"M",2007,3,4
54,84.82,87.25,"M",2000,0,5
32,75.75,77.02,"F",2002,1,5
54,83.2,83.57,"F",2001,2,4
43,84.65,88.28,"M",2000,1,5
53,NA,96.93,"M",2008,3,4
40,101.4,104.8,"F",2000,1,4
49,82.5,83.52,"F",2003,3,4
43,85.3,88.08,"F",2004,3,5
50,102.6,107.6,"F",2003,2,3
25,NA,76.93,"M",2007,3,4
42,108.7,115.7,"F",2006,3,4
45,73.1,74.2,"M",2003,2,5
30,106.8,110.1,"F",2004,1,3
18,75.03,76.97,"F",2003,0,4
29,63.48,63.9,"M",2001,0,3
67,96.75,98.47,"M",2001,1,3
33,91.67,94.27,"M",2001,0,4
